EquipmentNo,Age (Yrs),Station Name,24Hr,AM,PM,Outages,Scheduled,Non-Scheduled,Entrapments
EL723,6,Fulton St - A/C/J/Z/2/3/4/5 Line(s),97.40 %,97.74 %,99.47 %,5,2,3,0
EL726X,,Fulton St - A/C/J/Z/2/3/4/5 Line(s),99.02 %,97.23 %,100.00 %,,,,
EL727X,,Fulton St - A/C/J/Z/2/3/4/5 Line(s),97.74 %,97.95 %,96.43 %,,,,
EL728X,,Fulton St - A/C/J/Z/2/3/4/5 Line(s),99.13 %,100.00 %,99.29 %,,,,
EL729X,,Fulton St - A/C/J/Z/2/3/4/5 Line(s),100.00 %,100.00 %,100.00 %,,,,
EL730,2,South Ferry / Whitehall St - 1/R/W Line(s),98.24 %,100.00 %,99.27 %,5,1,4,1
EL731,2,South Ferry / Whitehall St - 1/R/W Line(s),97.59 %,100.00 %,93.46 %,4,2,2,0
EL732,12,Fulton St - A/C/J/Z/2/3/4/5 Line(s),98.74 %,97.70 %,100.00 %,2,1,1,0
EL737X,,Atlantic Av-Barclays Ctr - 2/3/4/5/B/Q/D/N/R Line(s),99.07 %,100.00 %,96.88 %,,,,
EL760,8,Kings Highway - B/Q Line(s),95.45 %,99.36 %,93.74 %,11,2,9,0
EL761,8,Kings Highway - B/Q Line(s),98.02 %,100.00 %,98.66 %,5,2,3,0
