EquipmentNo,Age (Yrs),Station Name,24Hr,AM,PM,Outages,Scheduled,Non-Scheduled,Entrapments
EL723,6,Fulton St - A/C/J/Z/2/3/4/5 Line(s),97.50 %,99.44 %,96.77 %,5,1,4,1
EL726X,,Fulton St - A/C/J/Z/2/3/4/5 Line(s),100.00 %,100.00 %,100.00 %,,,,
EL727X,,Fulton St - A/C/J/Z/2/3/4/5 Line(s),99.84 %,100.00 %,100.00 %,,,,
EL728X,,Fulton St - A/C/J/Z/2/3/4/5 Line(s),100.00 %,100.00 %,100.00 %,,,,
EL729X,,Fulton St - A/C/J/Z/2/3/4/5 Line(s),99.24 %,100.00 %,99.11 %,,,,
EL730,2,South Ferry / Whitehall St - 1/R/W Line(s),98.29 %,98.45 %,99.85 %,7,1,6,0
EL731,2,South Ferry / Whitehall St - 1/R/W Line(s),99.02 %,98.45 %,100.00 %,4,1,3,0
EL732,12,Fulton St - A/C/J/Z/2/3/4/5 Line(s),98.79 %,100.00 %,100.00 %,3,2,1,0
EL737X,,Atlantic Av-Barclays Ctr - 2/3/4/5/B/Q/D/N/R Line(s),97.10 %,91.90 %,99.20 %,,,,
EL760,8,Kings Highway - B/Q Line(s),98.09 %,99.17 %,96.23 %,7,1,6,1
EL761,8,Kings Highway - B/Q Line(s),98.30 %,100.00 %,99.10 %,3,1,2,0
